id,beta,eta,beta/eta,error,tauOVq,delta,q,epsilon,fE0
GR2-0,2.339859988488206,1.0,2.339859988488206,3842.3044353244895,0.8181818181818182,0.1,1.0,0.15000000000000002,8.0
GR2-1,2.335480458288777,1.0,2.335480458288777,3495.627205984477,0.8181818181818182,0.1,1.0,0.15000000000000002,9.0
GR2-2,2.3443001511912374,0.8969494014226403,2.613637009482332,2599.5255238887516,0.6666666666666666,0.09090909090909091,1.0,0.2,11.0
GR2-3,2.4777866044948347,0.9501616725116451,2.6077526342912627,2613.5887466522963,0.6666666666666666,0.1,0.9500000000000001,0.2,10.0
GR2-4,2.202000702066708,0.8400918758908998,2.621142716957633,2620.513501410421,0.6666666666666666,0.1,1.05,0.25,11.0
GR2-5,2.466517454124255,0.9458617896563604,2.6076933026550972,2598.5938325895236,0.6666666666666666,0.09090909090909091,1.0,0.2,10.0
GR2-6,2.338653110488491,0.7778005058088441,3.0067518509215905,2598.9227891767605,0.5384615384615384,0.09090909090909091,1.0,0.2,11.0
GR2-7,2.28912527541186,0.9898120508425393,2.3126868110600696,2571.450493775933,0.8181818181818182,0.07692307692307693,1.05,0.2,11.0
GR2-8,2.608123168106354,1.0,2.608123168106354,2674.356438274984,0.6666666666666666,0.1111111111111111,1.0,0.2,9.0
GR2-9,2.391210564790297,0.79637247841202,3.002628329846871,2582.925555714589,0.5384615384615384,0.08333333333333333,1.0,0.2,10.0
GR2-10,2.3983193990971325,0.9189148857851311,2.6099472717192755,2569.7998267760754,0.6666666666666666,0.07692307692307693,1.05,0.2,10.0
GR2-11,2.604854408531176,1.0,2.604854408531176,2622.836769389002,0.6666666666666666,0.1,1.0,0.2,9.0
GR2-12,2.2621627304783587,0.8640148950991092,2.6181987640605096,2618.934177843619,0.6666666666666666,0.1,1.0,0.25,10.0
GR2-13,2.4491920542886647,0.8164828026889134,2.9996860267267955,2598.0561489519,0.5384615384615384,0.09090909090909091,1.0,0.2,10.0
GR2-14,1.9201913540649538,0.8244526156720681,2.329049987305424,2523.7669027529596,0.8181818181818182,0.058823529411764705,1.0,0.25,10.0
GR2-15,2.0833700443881664,0.7929888976246281,2.62723734295503,2570.493555992628,0.6666666666666666,0.07692307692307693,0.9500000000000001,0.2,12.0
GR2-16,2.678896881157019,0.8967969606424384,2.9871832741693702,2592.1767240075596,0.5384615384615384,0.09090909090909091,1.0,0.15000000000000002,11.0
GR2-17,2.604854408086598,1.0,2.604854408086598,2622.8367693893033,0.6666666666666666,0.1,1.0,0.2,9.0
GR2-18,2.0115777943904405,0.7635918489053408,2.634362581625471,2639.4249840543384,0.6666666666666666,0.1111111111111111,1.0,0.30000000000000004,11.0
GR2-19,2.415734420280591,0.9253363874521516,2.6106553822357994,2614.9773549593583,0.6666666666666666,0.1,1.0,0.2,11.0
GR2-20,2.5373624442321,0.9739756278412183,2.6051601002132587,2613.969403871004,0.6666666666666666,0.1,1.0,0.2,10.0
GR2-21,2.6145611783907734,1.0,2.6145611783907734,2830.393603270336,0.6666666666666666,0.09090909090909091,1.0,0.15000000000000002,9.0
GR2-22,2.465758286764536,0.9452918082203048,2.608462556558915,2615.320078949797,0.6666666666666666,0.1,1.05,0.2,11.0
GR2-23,2.229242469468182,0.8508767576848396,2.619935788978128,2603.557587084413,0.6666666666666666,0.09090909090909091,1.05,0.25,10.0
GR2-24,2.146177314883493,0.8178211051949268,2.624262569467382,2602.6110187532477,0.6666666666666666,0.09090909090909091,0.9500000000000001,0.25,10.0
GR2-25,2.6048544077781695,1.0,2.6048544077781695,2622.836769389485,0.6666666666666666,0.1,1.0,0.2,9.0
GR2-26,2.3634529716276416,0.9044828579699522,2.613043410167269,2614.6164671810247,0.6666666666666666,0.1,0.9500000000000001,0.2,11.0
GR2-27,2.3070916508201917,0.8819342148402388,2.615945284805759,2619.2851050821173,0.6666666666666666,0.1,1.05,0.25,10.0
GR2-28,2.3473252540977816,0.8985269845046311,2.612414868532736,2569.372790560048,0.6666666666666666,0.07692307692307693,1.0,0.2,10.0
GR2-29,2.303616243595882,0.8804936330067847,2.616278139035823,2619.3092553111783,0.6666666666666666,0.1,1.05,0.25,10.0
GR2-30,2.3384007881329336,0.7777085018673229,3.006783110276278,2598.923029987245,0.5384615384615384,0.09090909090909091,1.0,0.2,11.0
