Date,Days,S TOT,I TOT,R TOT,S GR0,I GR0,R GR0,S GR1,I GR1,R GR1,S GR2,I GR2,R GR2,S CMX,I CMX,R CMX,S MEX,I MEX,R MEX,S JAL,I JAL,R JAL,S PUE,I PUE,R PUE,S NLE,I NLE,R NLE,S COA,I COA,R COA,S YUC,I YUC,R YUC,S TAB,I TAB,R TAB,S ROO,I ROO,R ROO,S GUA,I GUA,R GUA,S AGU,I AGU,R AGU,S BCN,I BCN,R BCN,S SIN,I SIN,R SIN,S SLP,I SLP,R SLP,S QUE,I QUE,R QUE,S VER,I VER,R VER,S MIC,I MIC,R MIC,S OAX,I OAX,R OAX,S HID,I HID,R HID,S SON,I SON,R SON,S BCS,I BCS,R BCS,S GRO,I GRO,R GRO,S CHP,I CHP,R CHP,S CHH,I CHH,R CHH,S TAM,I TAM,R TAM,S MOR,I MOR,R MOR,S NAY,I NAY,R NAY,S DUR,I DUR,R DUR,S ZAC,I ZAC,R ZAC,S CAM,I CAM,R CAM,S TLA,I TLA,R TLA,S COL,I COL,R COL
11 Jun. 2020,89,127787496,4790,593,54870964,393,0,58456724,3451,0,14459808,946,0,9017741,904,0,17426882,908,0,8409491,202,0,6604205,246,0,5610052,101,0,3218532,188,0,2259043,55,0,2572143,144,0,1723213,46,0,6228058,117,0,1434566,69,0,3634684,184,0,3156545,129,0,2866042,100,0,2279598,39,0,8539700,162,0,4825196,205,0,4143508,85,0,3086356,58,0,3074573,172,0,804659,49,0,3656917,131,0,5730276,91,0,3801457,30,0,3650526,76,0,2044015,43,0,1288534,37,0,1868945,51,0,1666388,38,0,1000561,56,0,1380011,62,0,785141,12,0
12 Jun. 2020,90,127787064,5222,507,54870977,380,0,58456310,3865,0,14459777,977,0,9017450,1195,0,17426987,803,0,8409500,193,0,6604273,178,0,5610042,111,0,3218682,38,0,2259015,83,0,2572096,191,0,1723204,55,0,6228007,168,0,1434554,81,0,3634722,146,0,3156551,123,0,2866096,46,0,2279608,29,0,8539642,220,0,4825246,155,0,4143332,261,0,3086316,98,0,3074578,167,0,804703,5,0,3656906,142,0,5730227,140,0,3801440,47,0,3650373,229,0,2044008,50,0,1288527,44,0,1868915,81,0,1666386,40,0,1000596,21,0,1380011,70,0,785141,12,0
13 Jun. 2020,91,127788792,3494,427,54871080,277,0,58457635,2540,0,14460077,677,0,9017963,682,0,17427448,342,0,8409517,176,0,6604229,222,0,5610030,123,0,3218695,25,0,2259034,64,0,2572092,195,0,1723200,59,0,6228029,146,0,1434605,30,0,3634782,86,0,3156622,52,0,2866062,80,0,2279608,29,0,8539750,112,0,4825323,78,0,4143453,140,0,3086355,59,0,3074623,122,0,804670,38,0,3656949,99,0,5730323,44,0,3801415,72,0,3650445,157,0,2044025,33,0,1288537,34,0,1868932,64,0,1666413,13,0,1000579,38,0,1380011,68,0,785141,12,0
14 Jun. 2020,92,127788139,4147,273,54871007,350,0,58457207,2968,0,14459925,829,0,9017720,925,0,17427207,583,0,8409529,164,0,6604254,197,0,5610063,90,0,3218660,60,0,2259059,39,0,2572084,203,0,1723197,62,0,6228072,103,0,1434635,0,0,3634825,43,0,3156405,269,0,2866086,56,0,2279582,55,0,8539557,305,0,4825325,76,0,4143453,140,0,3086350,64,0,3074599,146,0,804677,31,0,3656963,85,0,5730269,98,0,3801438,49,0,3650494,108,0,2044024,34,0,1288533,38,0,1868945,51,0,1666412,14,0,1000583,34,0,1380011,10,0,785138,15,0
15 Jun. 2020,93,127788859,3427,441,54871093,264,0,58457717,2458,0,14460049,705,0,9018021,624,0,17427423,367,0,8409598,95,0,6604364,87,0,5609815,338,0,3218636,84,0,2259043,55,0,2572061,226,0,1723252,7,0,6228105,70,0,1434599,36,0,3634724,144,0,3156455,219,0,2866139,3,0,2279606,31,0,8539658,204,0,4825284,117,0,4143477,116,0,3086363,51,0,3074631,114,0,804698,10,0,3656896,152,0,5730299,68,0,3801477,10,0,3650564,38,0,2044040,18,0,1288555,16,0,1868982,14,0,1666404,22,0,1000582,35,0,1380011,49,0,785146,7,0
16 Jun. 2020,94,127787687,4599,733,54870962,395,0,58456905,3270,0,14459820,934,0,9018031,614,0,17426952,838,0,8409543,150,0,6604222,229,0,5610046,107,0,3218485,235,0,2258993,105,0,2572088,199,0,1723209,50,0,6227839,336,0,1434541,94,0,3634787,81,0,3156583,91,0,2866011,131,0,2279594,43,0,8539643,219,0,4825337,64,0,4143469,124,0,3086344,70,0,3074708,37,0,804670,38,0,3656911,137,0,5730274,93,0,3801423,64,0,3650331,271,0,2044026,32,0,1288525,46,0,1868978,18,0,1666416,10,0,1000593,24,0,1380011,40,0,785144,9,0
17 Jun. 2020,95,127787356,4930,775,54870952,405,0,58456541,3634,0,14459863,891,0,9017891,754,0,17427127,663,0,8409487,206,0,6604068,383,0,5609899,254,0,3218637,83,0,2259012,86,0,2572064,223,0,1723162,97,0,6227990,185,0,1434577,58,0,3634746,122,0,3156600,74,0,2866060,82,0,2279596,41,0,8539600,262,0,4825083,318,0,4143461,132,0,3086291,123,0,3074687,58,0,804693,15,0,3656899,149,0,5730322,45,0,3801428,59,0,3650467,135,0,2044003,55,0,1288525,46,0,1868909,87,0,1666406,20,0,1000577,40,0,1380011,58,0,785136,17,0
18 Jun. 2020,96,127786624,5662,672,54870899,458,0,58456116,4059,0,14459609,1145,0,9017495,1150,0,17426938,852,0,8409532,161,0,6604145,306,0,5609998,155,0,3218592,128,0,2259003,95,0,2572024,263,0,1723182,77,0,6227917,258,0,1434570,65,0,3634707,161,0,3156539,135,0,2866041,101,0,2279597,40,0,8539697,165,0,4825210,191,0,4143477,116,0,3086357,57,0,3074407,338,0,804641,67,0,3656928,120,0,5730264,103,0,3801444,43,0,3650389,213,0,2044008,50,0,1288533,38,0,1868916,80,0,1666394,32,0,1000559,58,0,1380011,29,0,785138,15,0
19 Jun. 2020,97,127787256,5030,653,54870912,445,0,58456555,3620,0,14459789,965,0,9017659,986,0,17427148,642,0,8409558,135,0,6603992,459,0,5610075,78,0,3218593,127,0,2258981,117,0,2572063,224,0,1723200,59,0,6227931,244,0,1434562,73,0,3634712,156,0,3156500,174,0,2866102,40,0,2279608,29,0,8539674,188,0,4825293,108,0,4143388,205,0,3086327,87,0,3074496,249,0,804702,6,0,3656921,127,0,5730300,67,0,3801452,35,0,3650492,110,0,2044019,39,0,1288524,47,0,1868932,64,0,1666396,30,0,1000564,53,0,1380011,58,0,785139,14,0
20 Jun. 2020,98,127787569,4717,390,54870953,404,0,58456696,3479,0,14459920,834,0,9017875,770,0,17427270,520,0,8409562,131,0,6604164,287,0,5609997,156,0,3218596,124,0,2259005,93,0,2571974,313,0,1723199,60,0,6227941,234,0,1434573,62,0,3634716,152,0,3156524,150,0,2866041,101,0,2279589,48,0,8539670,192,0,4825207,194,0,4143458,135,0,3086358,56,0,3074566,179,0,804648,60,0,3656898,150,0,5730314,53,0,3801428,59,0,3650485,117,0,2044023,35,0,1288521,50,0,1868909,87,0,1666398,28,0,1000570,47,0,1380011,64,0,785143,10,0
21 Jun. 2020,99,127786943,5343,1050,54870954,403,0,58456525,3650,0,14459464,1290,0,9017943,702,0,17426526,1264,0,8409525,168,0,6604144,307,0,5610037,116,0,3218601,119,0,2259017,81,0,2572028,259,0,1723168,91,0,6228041,134,0,1434578,57,0,3634789,79,0,3156469,205,0,2866075,67,0,2279615,22,0,8539513,349,0,4825382,19,0,4143450,143,0,3086349,65,0,3074605,140,0,804675,33,0,3656939,109,0,5730259,108,0,3801406,81,0,3650448,154,0,2043871,187,0,1288505,66,0,1868953,43,0,1666401,25,0,1000547,70,0,1380011,58,0,785131,22,0
22 Jun. 2020,100,127787709,4577,763,54871002,355,0,58456983,3192,0,14459724,1030,0,9018221,424,0,17426871,919,0,8409566,127,0,6604224,227,0,5610001,152,0,3218677,43,0,2259017,81,0,2571961,326,0,1723235,24,0,6228092,83,0,1434605,30,0,3634760,108,0,3156586,88,0,2865981,161,0,2279607,30,0,8539571,291,0,4825238,163,0,4143502,91,0,3086362,52,0,3074323,422,0,804675,33,0,3656913,135,0,5730295,72,0,3801471,16,0,3650368,234,0,2043929,129,0,1288559,12,0,1868986,10,0,1666415,11,0,1000558,59,0,1380011,9,0,785138,15,0
23 Jun. 2020,101,127785998,6288,796,54870900,457,0,58455644,4531,0,14459454,1300,0,9017952,693,0,17427203,587,0,8409382,311,0,6603894,557,0,5609963,190,0,3218509,211,0,2258928,170,0,2572046,241,0,1723218,41,0,6227740,435,0,1434581,54,0,3634709,159,0,3156130,544,0,2866079,63,0,2279616,21,0,8539620,242,0,4825275,126,0,4143509,84,0,3086294,120,0,3074077,668,0,804687,21,0,3656860,188,0,5730293,74,0,3801460,27,0,3650426,176,0,2043983,75,0,1288535,36,0,1868977,19,0,1666419,7,0,1000564,53,0,1380011,67,0,785125,28,0
24 Jun. 2020,102,127786849,5437,955,54870941,416,0,58456250,3925,0,14459658,1096,0,9017998,647,0,17426726,1064,0,8409506,187,0,6604136,315,0,5610059,94,0,3218618,102,0,2258978,120,0,2572024,263,0,1723127,132,0,6227921,254,0,1434560,75,0,3634761,107,0,3156516,158,0,2866089,53,0,2279598,39,0,8539684,178,0,4825166,235,0,4143391,202,0,3086352,62,0,3074630,115,0,804696,12,0,3656891,157,0,5730257,110,0,3801422,65,0,3650301,301,0,2043920,138,0,1288518,53,0,1868952,44,0,1666392,34,0,1000550,67,0,1380011,43,0,785142,11,0
25 Jun. 2020,103,127786182,6104,744,54870848,509,0,58455738,4437,0,14459596,1158,0,9017763,882,0,17426848,942,0,8409533,160,0,6604179,272,0,5609759,394,0,3218466,254,0,2258957,141,0,2572020,267,0,1723169,90,0,6227752,423,0,1434599,36,0,3634760,108,0,3156578,96,0,2866139,3,0,2279610,27,0,8539541,321,0,4825130,271,0,4143470,123,0,3086317,97,0,3074557,188,0,804671,37,0,3656988,60,0,5730255,112,0,3801378,109,0,3650353,249,0,2044008,50,0,1288517,54,0,1868866,130,0,1666404,22,0,1000539,78,0,1380011,88,0,785133,20,0
26 Jun. 2020,104,127786845,5441,725,54870926,431,0,58456234,3941,0,14459685,1069,0,9017793,852,0,17427140,650,0,8409514,179,0,6604164,287,0,5610043,110,0,3218511,209,0,2258965,133,0,2572021,266,0,1723189,70,0,6227899,276,0,1434575,60,0,3634653,215,0,3156480,194,0,2866035,107,0,2279600,37,0,8539503,359,0,4825299,102,0,4143317,276,0,3086346,68,0,3074559,186,0,804648,60,0,3656943,105,0,5730289,78,0,3801415,72,0,3650462,140,0,2044007,51,0,1288520,51,0,1868910,86,0,1666400,26,0,1000544,73,0,1380011,38,0,785128,25,0
27 Jun. 2020,105,127787876,4410,604,54870999,358,0,58456990,3185,0,14459887,867,0,9018012,633,0,17427304,486,0,8409557,136,0,6604230,221,0,5609900,253,0,3218617,103,0,2258915,183,0,2572051,236,0,1723163,96,0,6227966,209,0,1434605,30,0,3634708,160,0,3156636,38,0,2865913,229,0,2279639,-2,0,8539686,176,0,4825316,85,0,4143469,124,0,3086337,77,0,3074479,266,0,804703,5,0,3656929,119,0,5730316,51,0,3801451,36,0,3650437,165,0,2043977,81,0,1288517,54,0,1868961,35,0,1666396,30,0,1000554,63,0,1380011,14,0,785135,18,0
28 Jun. 2020,106,127788236,4050,268,54870963,394,0,58457329,2846,0,14459944,810,0,9018208,437,0,17427463,327,0,8409497,196,0,6604039,412,0,5610006,147,0,3218512,208,0,2258946,152,0,2572054,233,0,1723221,38,0,6228001,174,0,1434577,58,0,3634793,75,0,3156580,94,0,2866009,133,0,2279609,28,0,8539746,116,0,4825373,28,0,4143461,132,0,3086376,38,0,3074624,121,0,804660,48,0,3656917,131,0,5730303,64,0,3801476,11,0,3650269,333,0,2044044,14,0,1288506,65,0,1868948,48,0,1666409,17,0,1000524,93,0,1380011,52,0,785126,27,0
29 Jun. 2020,107,127788481,3805,478,54871000,357,0,58457414,2761,0,14460067,687,0,9018255,390,0,17427574,216,0,8409582,111,0,6604158,293,0,5609961,192,0,3218449,271,0,2259013,85,0,2572045,242,0,1723157,102,0,6227965,210,0,1434597,38,0,3634835,33,0,3156458,216,0,2866104,38,0,2279595,42,0,8539701,161,0,4825339,62,0,4143499,94,0,3086394,20,0,3074402,343,0,804658,50,0,3656920,128,0,5730323,44,0,3801438,49,0,3650495,107,0,2044037,21,0,1288552,19,0,1868945,51,0,1666381,45,0,1000568,49,0,1380011,70,0,785140,13,0
30 Jun. 2020,108,127786854,5432,651,54870871,486,0,58456192,3983,0,14459791,963,0,9018068,577,0,17427233,557,0,8409506,187,0,6604148,303,0,5609504,649,0,3218417,303,0,2258927,171,0,2572077,210,0,1723179,80,0,6227834,341,0,1434552,83,0,3634700,168,0,3156489,185,0,2866047,95,0,2279609,28,0,8539662,200,0,4825304,97,0,4143421,172,0,3086330,84,0,3074565,180,0,804666,42,0,3656946,102,0,5730261,106,0,3801432,55,0,3650503,99,0,2044010,48,0,1288524,47,0,1868884,112,0,1666405,21,0,1000560,57,0,1380011,64,0,785144,9,0
1 Jul. 2020,109,127786605,5681,748,54870863,494,0,58456220,3955,0,14459522,1232,0,9018091,554,0,17427090,700,0,8409504,189,0,6604262,189,0,5609858,295,0,3218410,310,0,2258983,115,0,2572039,248,0,1723095,164,0,6227767,408,0,1434612,23,0,3634570,298,0,3156514,160,0,2866039,103,0,2279588,49,0,8539517,345,0,4825256,145,0,4143531,62,0,3086303,111,0,3074456,289,0,804659,49,0,3656890,158,0,5730244,123,0,3801437,50,0,3650479,123,0,2043972,86,0,1288518,53,0,1868894,102,0,1666393,33,0,1000535,82,0,1380011,38,0,785126,27,0
2 Jul. 2020,110,127785545,6741,684,54870786,571,0,58455267,4908,0,14459492,1262,0,9017640,1005,0,17427112,678,0,8409536,157,0,6604009,442,0,5609723,430,0,3218390,330,0,2259006,92,0,2572043,244,0,1723095,164,0,6227857,318,0,1434599,36,0,3634666,202,0,3156517,157,0,2866034,108,0,2279597,40,0,8539709,153,0,4825215,186,0,4143331,262,0,3086312,102,0,3074284,461,0,804655,53,0,3656967,81,0,5730330,37,0,3801388,99,0,3650090,512,0,2044010,48,0,1288507,64,0,1868917,79,0,1666394,32,0,1000523,94,0,1380011,50,0,785128,25,0
3 Jul. 2020,111,127785546,6740,663,54870783,574,0,58455253,4922,0,14459510,1244,0,9017626,1019,0,17426837,953,0,8409462,231,0,6604055,396,0,5609966,187,0,3218573,147,0,2258858,240,0,2572008,279,0,1723132,127,0,6227772,403,0,1434619,16,0,3634652,216,0,3156539,135,0,2866058,84,0,2279605,32,0,8539639,223,0,4825311,90,0,4143334,259,0,3086324,90,0,3074225,520,0,804659,49,0,3656933,115,0,5730335,32,0,3801433,54,0,3650200,402,0,2043982,76,0,1288506,65,0,1868919,77,0,1666398,28,0,1000539,78,0,1380011,77,0,785113,40,0
4 Jul. 2020,112,127785372,6914,528,54870751,606,0,58455202,4973,0,14459419,1335,0,9017579,1066,0,17427014,776,0,8409447,246,0,6604134,317,0,5609769,384,0,3218567,153,0,2258967,131,0,2571874,413,0,1723137,122,0,6227726,449,0,1434612,23,0,3634727,141,0,3156520,154,0,2866009,133,0,2279586,51,0,8539279,583,0,4825325,76,0,4143395,198,0,3086359,55,0,3074509,236,0,804644,64,0,3656861,187,0,5730252,115,0,3801405,82,0,3650342,260,0,2044019,39,0,1288517,54,0,1868899,97,0,1666370,56,0,1000526,91,0,1380011,141,0,785132,21,0
5 Jul. 2020,113,127787603,4683,277,54870944,413,0,58456771,3404,0,14459888,866,0,9018093,552,0,17427443,347,0,8409514,179,0,6604276,175,0,5609884,269,0,3218457,263,0,2258983,115,0,2571907,380,0,1723210,49,0,6227818,357,0,1434633,2,0,3634794,74,0,3156615,59,0,2866042,100,0,2279602,35,0,8539768,94,0,4825201,200,0,4143270,323,0,3086316,98,0,3074568,177,0,804668,40,0,3656904,144,0,5730281,86,0,3801449,38,0,3650551,51,0,2044055,3,0,1288506,65,0,1868901,95,0,1666378,48,0,1000499,118,0,1380011,120,0,785126,27,0
6 Jul. 2020,114,127787384,4902,482,54870911,446,0,58456643,3532,0,14459830,924,0,9018197,448,0,17427296,494,0,8409464,229,0,6604250,201,0,5609804,349,0,3218499,221,0,2258956,142,0,2571946,341,0,1723171,88,0,6227850,325,0,1434545,90,0,3634830,38,0,3156472,202,0,2865993,149,0,2279591,46,0,8539454,408,0,4825294,107,0,4143501,92,0,3086387,27,0,3074495,250,0,804681,27,0,3656948,100,0,5730290,77,0,3801446,41,0,3650426,176,0,2044029,29,0,1288558,13,0,1868965,31,0,1666391,35,0,1000544,73,0,1380011,29,0,785129,24,0
7 Jul. 2020,115,127786028,6258,902,54870857,500,0,58455637,4538,0,14459534,1220,0,9017880,765,0,17426883,907,0,8409527,166,0,6604226,225,0,5609908,245,0,3218470,250,0,2258972,126,0,2571987,300,0,1723145,114,0,6227878,297,0,1434541,94,0,3634617,251,0,3156504,170,0,2866055,87,0,2279591,46,0,8539500,362,0,4825300,101,0,4143501,92,0,3086317,97,0,3074164,581,0,804622,86,0,3656758,290,0,5730306,61,0,3801429,58,0,3650388,214,0,2044042,16,0,1288536,35,0,1868967,29,0,1666403,23,0,1000546,71,0,1380011,88,0,785142,11,0
8 Jul. 2020,116,127785291,6995,785,54870762,595,0,58455129,5046,0,14459400,1354,0,9017663,982,0,17426811,979,0,8409500,193,0,6604085,366,0,5609815,338,0,3218483,237,0,2258915,183,0,2571910,377,0,1723136,123,0,6227773,402,0,1434528,107,0,3634725,143,0,3156481,193,0,2866041,101,0,2279609,28,0,8539464,398,0,4825329,72,0,4143304,289,0,3086345,69,0,3074425,320,0,804668,40,0,3656802,246,0,5730337,30,0,3801419,68,0,3650245,357,0,2044021,37,0,1288502,69,0,1868958,38,0,1666377,49,0,1000534,83,0,1380011,47,0,785122,31,0
9 Jul. 2020,117,127785006,7280,736,54870779,578,0,58454897,5278,0,14459330,1424,0,9017706,939,0,17426920,870,0,8409385,308,0,6603991,460,0,5609639,514,0,3218545,175,0,2258939,159,0,2571920,367,0,1723066,193,0,6227763,412,0,1434591,44,0,3634725,143,0,3156569,105,0,2866066,76,0,2279584,53,0,8539569,293,0,4825151,250,0,4143289,304,0,3086346,68,0,3074384,361,0,804536,172,0,3656833,215,0,5730331,36,0,3801387,100,0,3650329,273,0,2044012,46,0,1288515,56,0,1868908,88,0,1666387,39,0,1000530,87,0,1380011,56,0,785135,18,0
10 Jul. 2020,118,127785395,6891,678,54870729,628,0,58455318,4857,0,14459348,1406,0,9017387,1258,0,17427218,572,0,8409478,215,0,6604000,451,0,5609955,198,0,3218538,182,0,2258905,193,0,2571910,377,0,1723198,61,0,6227643,532,0,1434581,54,0,3634648,220,0,3156530,144,0,2866026,116,0,2279573,64,0,8539601,261,0,4825285,116,0,4143383,210,0,3086321,93,0,3074307,438,0,804641,67,0,3656818,230,0,5730330,37,0,3801408,79,0,3650306,296,0,2044020,38,0,1288524,47,0,1868906,90,0,1666377,49,0,1000546,71,0,1380011,86,0,785107,46,0
11 Jul. 2020,119,127786192,6094,541,54870824,533,0,58455787,4388,0,14459581,1173,0,9017976,669,0,17427240,550,0,8409501,192,0,6604168,283,0,5609834,319,0,3218558,162,0,2258917,181,0,2571825,462,0,1723038,221,0,6227607,568,0,1434589,46,0,3634745,123,0,3156554,120,0,2865929,213,0,2279571,66,0,8539545,317,0,4825296,105,0,4143422,171,0,3086359,55,0,3074474,271,0,804560,148,0,3656871,177,0,5730331,36,0,3801434,53,0,3650400,202,0,2044043,15,0,1288517,54,0,1868927,69,0,1666377,49,0,1000534,83,0,1380011,78,0,785117,36,0
12 Jul. 2020,120,127787804,4482,278,54870997,360,0,58456936,3239,0,14459871,883,0,9018242,403,0,17427497,293,0,8409481,212,0,6604240,211,0,5609865,288,0,3218616,104,0,2258954,144,0,2571790,497,0,1723067,192,0,6227697,478,0,1434605,30,0,3634759,109,0,3156466,208,0,2866032,110,0,2279616,21,0,8539690,172,0,4825402,-1,0,4143466,127,0,3086333,81,0,3074660,85,0,804617,91,0,3656933,115,0,5730325,42,0,3801469,18,0,3650541,61,0,2044029,29,0,1288479,92,0,1868919,77,0,1666381,45,0,1000533,84,0,1380011,23,0,785112,41,0
13 Jul. 2020,121,127787601,4685,492,54870982,375,0,58456823,3352,0,14459796,958,0,9018205,440,0,17427409,381,0,8409567,126,0,6604348,103,0,5609688,465,0,3218489,231,0,2258993,105,0,2571915,372,0,1723135,124,0,6227919,256,0,1434563,72,0,3634846,22,0,3156465,209,0,2865981,161,0,2279592,45,0,8539605,257,0,4825225,176,0,4143551,42,0,3086362,52,0,3074515,230,0,804616,92,0,3656887,161,0,5730333,34,0,3801450,37,0,3650352,250,0,2044043,15,0,1288547,24,0,1868918,78,0,1666389,37,0,1000582,35,0,1380011,20,0,785120,33,0
14 Jul. 2020,122,127785235,7051,842,54870754,603,0,58455154,5021,0,14459327,1427,0,9017904,741,0,17426999,791,0,8409509,184,0,6604109,342,0,5609790,363,0,3218415,305,0,2258834,264,0,2572088,199,0,1723185,74,0,6227774,401,0,1434560,75,0,3634740,128,0,3156423,251,0,2866019,123,0,2279577,60,0,8539307,555,0,4825295,106,0,4143407,186,0,3086318,96,0,3074204,541,0,804657,51,0,3656762,286,0,5730337,30,0,3801347,140,0,3650189,413,0,2044044,14,0,1288529,42,0,1868967,29,0,1666369,57,0,1000481,136,0,1380011,60,0,785145,8,0
15 Jul. 2020,123,127786137,6149,585,54870850,507,0,58455775,4400,0,14459512,1242,0,9017830,815,0,17427217,573,0,8409444,249,0,6604266,185,0,5609898,255,0,3218375,345,0,2259008,90,0,2571907,380,0,1723161,98,0,6227788,387,0,1434604,31,0,3634652,216,0,3156489,185,0,2865917,225,0,2279569,68,0,8539383,479,0,4825365,36,0,4143528,65,0,3086339,75,0,3074380,365,0,804663,45,0,3656817,231,0,5730324,43,0,3801374,113,0,3650423,179,0,2043991,67,0,1288500,71,0,1868950,46,0,1666398,28,0,1000537,80,0,1380011,83,0,785112,41,0
16 Jul. 2020,124,127785880,6406,673,54870794,563,0,58455609,4566,0,14459477,1277,0,9017841,804,0,17427124,666,0,8409532,161,0,6604145,306,0,5609875,278,0,3218545,175,0,2258900,198,0,2571988,299,0,1723165,94,0,6227969,206,0,1434511,124,0,3634739,129,0,3156563,111,0,2865945,197,0,2279563,74,0,8539559,303,0,4825220,181,0,4143471,122,0,3086315,99,0,3074142,603,0,804602,106,0,3656765,283,0,5730339,28,0,3801399,88,0,3650264,338,0,2044024,34,0,1288504,67,0,1868916,80,0,1666360,66,0,1000535,82,0,1380011,33,0,785082,71,0
17 Jul. 2020,125,127785029,7257,737,54870718,639,0,58454951,5224,0,14459360,1394,0,9017768,877,0,17427207,583,0,8409539,154,0,6604138,313,0,5609850,303,0,3218455,265,0,2259037,61,0,2571929,358,0,1723105,154,0,6227689,486,0,1434607,28,0,3634474,394,0,3156496,178,0,2865942,200,0,2279588,49,0,8539337,525,0,4825264,137,0,4143370,223,0,3086356,58,0,3074339,406,0,804543,165,0,3656838,210,0,5730324,43,0,3801400,87,0,3650128,474,0,2044008,50,0,1288527,44,0,1868914,82,0,1666301,125,0,1000560,57,0,1380011,117,0,785102,51,0
18 Jul. 2020,126,127784671,7615,582,54870652,705,0,58454693,5482,0,14459326,1428,0,9017920,725,0,17427138,652,0,8409427,266,0,6604131,320,0,5609924,229,0,3218317,403,0,2258963,135,0,2571868,419,0,1722944,315,0,6227766,409,0,1434492,143,0,3634803,65,0,3156407,267,0,2865920,222,0,2279568,69,0,8539424,438,0,4825203,198,0,4143453,140,0,3086263,151,0,3074205,540,0,804563,145,0,3656847,201,0,5730345,22,0,3801424,63,0,3650098,504,0,2044006,52,0,1288490,81,0,1868896,100,0,1666339,87,0,1000481,136,0,1380011,52,0,785087,66,0
19 Jul. 2020,127,127786975,5311,297,54870815,542,0,58456407,3768,0,14459753,1001,0,9017932,713,0,17427528,262,0,8409526,167,0,6604140,311,0,5609738,415,0,3218556,164,0,2258940,158,0,2571901,386,0,1723194,65,0,6227853,322,0,1434596,39,0,3634769,99,0,3156664,10,0,2865966,176,0,2279600,37,0,8539406,456,0,4825329,72,0,4143403,190,0,3086305,109,0,3074521,224,0,804620,88,0,3656906,142,0,5730336,31,0,3801460,27,0,3650414,188,0,2044045,13,0,1288515,56,0,1868912,84,0,1666375,51,0,1000522,95,0,1380011,121,0,785113,40,0
20 Jul. 2020,128,127787114,5172,304,54870828,529,0,58456538,3637,0,14459748,1006,0,9017907,738,0,17427627,163,0,8409559,134,0,6604191,260,0,5609633,520,0,3218415,305,0,2259022,76,0,2571866,421,0,1723135,124,0,6227729,446,0,1434566,69,0,3634749,119,0,3156638,36,0,2865884,258,0,2279574,63,0,8539485,377,0,4825279,122,0,4143505,88,0,3086376,38,0,3074622,123,0,804598,110,0,3656901,147,0,5730333,34,0,3801457,30,0,3650494,108,0,2044034,24,0,1288544,27,0,1868952,44,0,1666398,28,0,1000543,74,0,1380011,42,0,785129,24,0
21 Jul. 2020,129,127785427,6859,924,54870709,648,0,58455277,4898,0,14459441,1313,0,9017741,904,0,17426980,810,0,8409508,185,0,6604235,216,0,5609707,446,0,3218111,609,0,2258917,181,0,2572011,276,0,1723174,85,0,6227809,366,0,1434577,58,0,3634766,102,0,3156341,333,0,2865969,173,0,2279588,49,0,8539628,234,0,4825312,89,0,4143436,157,0,3086305,109,0,3074406,339,0,804694,14,0,3656903,145,0,5730344,23,0,3801395,92,0,3650050,552,0,2044004,54,0,1288503,68,0,1868957,39,0,1666380,46,0,1000576,41,0,1380011,47,0,785136,17,0
22 Jul. 2020,130,127786267,6019,801,54870804,553,0,58455929,4246,0,14459534,1220,0,9017862,783,0,17427054,736,0,8409479,214,0,6604094,357,0,5609957,196,0,3218438,282,0,2258920,178,0,2572004,283,0,1723126,133,0,6227879,296,0,1434579,56,0,3634764,104,0,3156546,128,0,2865906,236,0,2279559,78,0,8539658,204,0,4825277,124,0,4143453,140,0,3086340,74,0,3074587,158,0,804596,112,0,3656879,169,0,5730336,31,0,3801425,62,0,3650132,470,0,2044028,30,0,1288501,70,0,1868955,41,0,1666341,85,0,1000505,112,0,1380011,38,0,785114,39,0
23 Jul. 2020,131,127783848,8438,725,54870573,784,0,58454123,6052,0,14459152,1602,0,9017415,1230,0,17427187,603,0,8409261,432,0,6603613,838,0,5609650,503,0,3218507,213,0,2258795,303,0,2571891,396,0,1723202,57,0,6227765,410,0,1434615,20,0,3634594,274,0,3156567,107,0,2865880,262,0,2279568,69,0,8539407,455,0,4825154,247,0,4143345,248,0,3086189,225,0,3074239,506,0,804569,139,0,3656918,130,0,5730340,27,0,3801393,94,0,3650486,116,0,2044007,51,0,1288508,63,0,1868854,142,0,1666329,97,0,1000551,66,0,1380011,87,0,785125,28,0
24 Jul. 2020,132,127784713,7573,742,54870646,711,0,58454820,5355,0,14459247,1507,0,9017492,1153,0,17427296,494,0,8409413,280,0,6604229,222,0,5609515,638,0,3218434,286,0,2258917,181,0,2571998,289,0,1723019,240,0,6227543,632,0,1434563,72,0,3634746,122,0,3156574,100,0,2865882,260,0,2279567,70,0,8539464,398,0,4825336,65,0,4143416,177,0,3086334,80,0,3074322,423,0,804604,104,0,3656905,143,0,5730326,41,0,3801403,84,0,3650206,396,0,2044042,16,0,1288499,72,0,1868940,56,0,1666328,98,0,1000423,194,0,1380011,74,0,785040,113,0
