Date,Days,S TOT,I TOT,R TOT,S GR0,I GR0,R GR0,S GR1,I GR1,R GR1,S GR2,I GR2,R GR2,S CMX,I CMX,R CMX,S MEX,I MEX,R MEX,S JAL,I JAL,R JAL,S PUE,I PUE,R PUE,S NLE,I NLE,R NLE,S COA,I COA,R COA,S YUC,I YUC,R YUC,S TAB,I TAB,R TAB,S ROO,I ROO,R ROO,S GUA,I GUA,R GUA,S AGU,I AGU,R AGU,S BCN,I BCN,R BCN,S SIN,I SIN,R SIN,S SLP,I SLP,R SLP,S QUE,I QUE,R QUE,S VER,I VER,R VER,S MIC,I MIC,R MIC,S OAX,I OAX,R OAX,S HID,I HID,R HID,S SON,I SON,R SON,S BCS,I BCS,R BCS,S GRO,I GRO,R GRO,S CHP,I CHP,R CHP,S CHH,I CHH,R CHH,S TAM,I TAM,R TAM,S MOR,I MOR,R MOR,S NAY,I NAY,R NAY,S DUR,I DUR,R DUR,S ZAC,I ZAC,R ZAC,S CAM,I CAM,R CAM,S TLA,I TLA,R TLA,S COL,I COL,R COL
13 May. 2020,60,127790424,1862,297,54871248,109,0,58458818,1357,0,14460358,396,0,9018228,417,0,17427517,273,0,8409664,29,0,6604410,41,0,5610123,30,0,3218688,32,0,2259057,41,0,2572187,100,0,1723226,33,0,6228139,36,0,1434619,16,0,3634680,188,0,3156633,41,0,2866112,30,0,2279595,42,0,8539785,77,0,4825333,68,0,4143573,20,0,3086380,34,0,3074670,75,0,804700,8,0,3656996,52,0,5730350,17,0,3801449,38,0,3650591,11,0,2044017,41,0,1288566,5,0,1868992,4,0,1666418,8,0,1000602,15,0,1380011,40,0,785153,0,0
14 May. 2020,61,127789877,2409,260,54871220,137,0,58458387,1788,0,14460270,484,0,9017927,718,0,17427348,442,0,8409645,48,0,6604392,59,0,5610115,38,0,3218711,9,0,2259050,48,0,2572197,90,0,1723209,50,0,6228136,39,0,1434626,9,0,3634776,92,0,3156578,96,0,2866117,25,0,2279611,26,0,8539770,92,0,4825361,40,0,4143558,35,0,3086371,43,0,3074700,45,0,804697,11,0,3657022,26,0,5730315,52,0,3801456,31,0,3650537,65,0,2043994,64,0,1288548,23,0,1868979,17,0,1666422,4,0,1000590,27,0,1380011,37,0,785145,8,0
15 May. 2020,62,127789849,2437,292,54871192,165,0,58458420,1755,0,14460237,517,0,9017853,792,0,17427475,315,0,8409673,20,0,6604385,66,0,5610132,21,0,3218701,19,0,2259045,53,0,2572176,111,0,1723229,30,0,6228136,39,0,1434599,36,0,3634684,184,0,3156576,98,0,2866106,36,0,2279617,20,0,8539828,34,0,4825351,50,0,4143550,43,0,3086346,68,0,3074675,70,0,804689,19,0,3657001,47,0,5730336,31,0,3801412,75,0,3650576,26,0,2044016,42,0,1288559,12,0,1868990,6,0,1666417,9,0,1000590,27,0,1380011,34,0,785149,4,0
16 May. 2020,63,127790174,2112,280,54871221,136,0,58458610,1565,0,14460343,411,0,9018025,620,0,17427468,322,0,8409664,29,0,6604385,66,0,5610138,15,0,3218697,23,0,2259041,57,0,2572201,86,0,1723227,32,0,6228146,29,0,1434635,0,0,3634740,128,0,3156626,48,0,2866115,27,0,2279602,35,0,8539757,105,0,4825309,92,0,4143546,47,0,3086350,64,0,3074702,43,0,804702,6,0,3657006,42,0,5730300,67,0,3801463,24,0,3650573,29,0,2044048,10,0,1288551,20,0,1868990,6,0,1666417,9,0,1000609,8,0,1380011,20,0,785149,4,0
17 May. 2020,64,127790211,2075,132,54871225,132,0,58458652,1523,0,14460334,420,0,9018049,596,0,17427495,295,0,8409644,49,0,6604406,45,0,5610084,69,0,3218708,12,0,2259067,31,0,2572169,118,0,1723233,26,0,6228127,48,0,1434605,30,0,3634781,87,0,3156609,65,0,2866114,28,0,2279617,20,0,8539742,120,0,4825344,57,0,4143564,29,0,3086382,32,0,3074663,82,0,804694,14,0,3657035,13,0,5730314,53,0,3801468,19,0,3650582,20,0,2043999,59,0,1288562,9,0,1868994,2,0,1666416,10,0,1000609,8,0,1380011,22,0,785146,7,0
18 May. 2020,65,127789872,2414,155,54871167,190,0,58458376,1799,0,14460329,425,0,9017751,894,0,17427421,369,0,8409654,39,0,6604400,51,0,5610137,16,0,3218717,3,0,2259060,38,0,2572182,105,0,1723228,31,0,6228151,24,0,1434630,5,0,3634793,75,0,3156580,94,0,2866116,26,0,2279601,36,0,8539748,114,0,4825384,17,0,4143432,161,0,3086338,76,0,3074717,28,0,804705,3,0,3656991,57,0,5730332,35,0,3801487,0,0,3650548,54,0,2044051,7,0,1288563,8,0,1868985,11,0,1666423,3,0,1000607,10,0,1380011,18,0,785147,6,0
19 May. 2020,66,127789573,2713,337,54871158,199,0,58458212,1963,0,14460203,551,0,9017928,717,0,17427344,446,0,8409658,35,0,6604336,115,0,5610072,81,0,3218695,25,0,2259045,53,0,2572212,75,0,1723240,19,0,6228139,36,0,1434597,38,0,3634711,157,0,3156615,59,0,2866130,12,0,2279583,54,0,8539683,179,0,4825293,108,0,4143507,86,0,3086368,46,0,3074670,75,0,804701,7,0,3657004,44,0,5730318,49,0,3801444,43,0,3650537,65,0,2044056,2,0,1288560,11,0,1868989,7,0,1666423,3,0,1000604,13,0,1380011,49,0,785149,4,0
20 May. 2020,67,127790038,2248,430,54871191,166,0,58458579,1596,0,14460268,486,0,9018084,561,0,17427446,344,0,8409645,48,0,6604364,87,0,5610094,59,0,3218678,42,0,2259058,40,0,2572132,155,0,1723232,27,0,6228149,26,0,1434592,43,0,3634752,116,0,3156593,81,0,2866110,32,0,2279599,38,0,8539792,70,0,4825349,52,0,4143542,51,0,3086346,68,0,3074710,35,0,804701,7,0,3657020,28,0,5730296,71,0,3801433,54,0,3650583,19,0,2044042,16,0,1288557,14,0,1868983,13,0,1666420,6,0,1000608,9,0,1380011,32,0,785149,4,0
21 May. 2020,68,127789313,2973,421,54871146,211,0,58458022,2153,0,14460145,609,0,9017731,914,0,17427475,315,0,8409632,61,0,6604350,101,0,5610133,20,0,3218697,23,0,2259019,79,0,2572179,108,0,1723201,58,0,6228099,76,0,1434607,28,0,3634691,177,0,3156592,82,0,2866108,34,0,2279589,48,0,8539720,142,0,4825332,69,0,4143528,65,0,3086351,63,0,3074641,104,0,804682,26,0,3656991,57,0,5730280,87,0,3801408,79,0,3650574,28,0,2044009,49,0,1288558,13,0,1868991,5,0,1666425,1,0,1000591,26,0,1380011,27,0,785145,8,0
22 May. 2020,69,127789326,2960,485,54871127,230,0,58457991,2184,0,14460208,546,0,9017713,932,0,17427291,499,0,8409626,67,0,6604395,56,0,5610100,53,0,3218679,41,0,2259056,42,0,2572181,106,0,1723179,80,0,6228124,51,0,1434612,23,0,3634704,164,0,3156589,85,0,2866105,37,0,2279596,41,0,8539691,171,0,4825315,86,0,4143499,94,0,3086375,39,0,3074675,70,0,804706,2,0,3657012,36,0,5730291,76,0,3801459,28,0,3650581,21,0,2044058,0,0,1288552,19,0,1868979,17,0,1666416,10,0,1000593,24,0,1380011,14,0,785147,6,0
23 May. 2020,70,127788957,3329,193,54871119,238,0,58457746,2429,0,14460092,662,0,9017423,1222,0,17427344,446,0,8409656,37,0,6604295,156,0,5610122,31,0,3218717,3,0,2259044,54,0,2572173,114,0,1723209,50,0,6228095,80,0,1434630,5,0,3634715,153,0,3156564,110,0,2866097,45,0,2279601,36,0,8539774,88,0,4825320,81,0,4143531,62,0,3086358,56,0,3074675,70,0,804691,17,0,3656982,66,0,5730288,79,0,3801438,49,0,3650545,57,0,2044021,37,0,1288548,23,0,1868990,6,0,1666419,7,0,1000589,28,0,1380011,58,0,785150,3,0
24 May. 2020,71,127789522,2764,217,54871147,210,0,58458212,1963,0,14460163,591,0,9017875,770,0,17427339,451,0,8409645,48,0,6604384,67,0,5610124,29,0,3218712,8,0,2259030,68,0,2572183,104,0,1723230,29,0,6228149,26,0,1434633,2,0,3634747,121,0,3156525,149,0,2866090,52,0,2279618,19,0,8539782,80,0,4825363,38,0,4143556,37,0,3086363,51,0,3074569,176,0,804696,12,0,3656929,119,0,5730253,114,0,3801471,16,0,3650573,29,0,2044016,42,0,1288554,17,0,1868980,16,0,1666420,6,0,1000594,23,0,1380011,33,0,785141,12,0
25 May. 2020,72,127789801,2485,242,54871193,164,0,58458344,1831,0,14460264,490,0,9018092,553,0,17427324,466,0,8409635,58,0,6604368,83,0,5610134,19,0,3218668,52,0,2259063,35,0,2572199,88,0,1723227,32,0,6228102,73,0,1434602,33,0,3634836,32,0,3156467,207,0,2866142,0,0,2279615,22,0,8539687,175,0,4825367,34,0,4143524,69,0,3086338,76,0,3074734,11,0,804700,8,0,3656952,96,0,5730307,60,0,3801480,7,0,3650525,77,0,2044039,19,0,1288553,18,0,1868983,13,0,1666419,7,0,1000603,14,0,1380011,45,0,785150,3,0
